Community_Name,Sector,Side,Per_capita_income,Percent_unemployed,Percent_without_diploma,Percent_households_below_poverty,Neighborhood,Ward,ZIP,Police_District,Unit_ID,Violation_ID,Issued_year,Time_of_day,License_plate_origin,Vehicle_type
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,OT,43,60614,18,18,6,2014,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,42,60611,18,18,79,2006,Midday,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,27,60612,12,1,10,2008,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60632,9,9,105,2015,Midday,In-state,TRK
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,MC,4,60605,1,1,90,2005,AfterWork,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,25,65,1999,Overnight,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,25,123,1999,Overnight,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,498,44,2004,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60661,1,498,157,2015,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,4,60604,1,502,1,2011,Evening,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,32,60642,14,12,105,2005,Morning,In-state,PAS
South Chicago,Other S/SE/SW Side,Far Southeast Side,16579,19.7,26.6,29.8,SC,7,60617,4,498,6,2015,Morning,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,45,60641,16,16,10,2006,Midday,In-state,PAS
Armour Square,Other S/SE/SW Side,South Side,16148,16.7,34.5,40.1,C2,11,60616,9,498,113,2002,Midday,In-state,TRK
Montclare,Other N/NW Side,Northwest Side,22014,13.8,23.5,15.3,M,29,60707,25,498,154,2007,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,3,0,123,1998,Overnight,In-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,27,60624,11,495,10,2007,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60606,1,152,79,2004,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,10,28,2006,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,34,60607,12,502,26,2009,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,47,60613,19,19,154,2009,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,22,60623,10,10,10,2003,Overnight,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,46,60613,19,498,10,2009,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,498,163,2011,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,42,60604,1,498,79,2013,Morning,In-state,TMP
Loop,Loop,Central,65526,5.7,3.1,14.7,L,4,60605,1,145,10,2011,Midday,In-state,PAS
Roseland,Other S/SE/SW Side,Far Southeast Side,17949,20.3,16.9,19.8,R2,9,60628,5,493,170,2004,Morning,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,15,60629,8,499,6,2003,Morning,In-state,TMP
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,12,60609,9,498,10,2016,Midday,In-state,PAS
Washington Park,Other S/SE/SW Side,South Side,13785,28.6,25.4,42.1,WP2,20,60637,2,2,10,2013,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,3,3,6,2017,Morning,Out-of-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,25,65,2004,Midday,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,498,123,2009,Midday,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,8,498,6,2006,Morning,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,498,178,2005,Morning,In-state,TMP
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,17,60629,8,8,28,2012,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,498,44,2006,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,23,105,2010,Midday,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,14,60632,9,17,65,2007,AfterWork,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,2,60610,18,18,1,2006,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,48,60640,20,498,6,2001,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,B2,46,60657,19,498,113,2000,Morning,In-state,PAS
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,12,60609,9,498,154,2010,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,GC2,42,60611,18,18,105,2009,Morning,In-state,TRK
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,502,26,2010,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,46,60613,19,0,6,1998,Morning,In-state,PAS
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,23,60638,8,498,44,2006,Morning,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,9,28,2011,Midday,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60653,2,21,177,1999,Overnight,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,498,178,2012,Midday,Out-of-state,PAS
West Garfield Park,Other W Side,West Side,10934,25.8,24.5,41.7,GP1,24,60624,11,11,10,2012,Morning,In-state,PAS
Washington Heights,Other S/SE/SW Side,Far Southwest Side,19713,20.8,13.7,16.9,WH,21,60620,22,498,10,2011,Morning,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,498,113,2002,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,44,2009,Evening,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,4,60604,1,498,79,1999,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,502,113,2014,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,502,10,2013,Morning,Out-of-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,498,113,2001,Morning,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,17,60620,6,6,154,2009,AfterWork,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60611,18,18,1,2012,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60654,18,502,79,2015,AfterWork,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,490,1,2005,Midday,Out-of-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,32,60614,19,502,44,2016,Evening,In-state,Other
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,12,1,2001,Overnight,Out-of-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60616,1,502,44,2013,AfterWork,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60610,18,498,10,2011,Midday,Out-of-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,498,65,2008,Midday,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,0,113,1997,Morning,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,16,60636,7,8,10,2006,Evening,In-state,PAS
Norwood Park,Other N/NW Side,Far North Side,32875,9,11.5,5.4,NP2,41,60656,16,20,105,2011,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,0,79,1998,Morning,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,27,60612,12,498,79,2001,Morning,Out-of-state,PAS
East Side,Other S/SE/SW Side,Far Southeast Side,17104,12.1,31.9,19.2,ES,10,60617,4,4,10,2007,Midday,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,498,6,2001,Morning,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,22,60623,10,0,8,1997,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,498,6,2014,Morning,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,21,60620,22,501,44,2009,Midday,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,16,60636,7,499,6,1999,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,152,11,2003,Midday,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,2,28,1999,Overnight,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,17,20,2002,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,1,498,10,2013,Midday,In-state,TRK
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,12,60608,9,19,6,2006,Midday,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,123,2009,AfterWork,In-state,TMP
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,496,113,2000,AfterWork,In-state,Other
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,17,144,1999,Midday,In-state,TRK
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,498,163,2008,Morning,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,498,185,2012,Morning,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,498,154,2010,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,32,60622,14,502,10,2012,AfterWork,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,47,60640,20,20,6,2000,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,B2,44,60657,19,9,28,2007,AfterWork,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,20,60621,7,0,1,1996,Midday,In-state,Other
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,12,90,2017,Overnight,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,113,2004,AfterWork,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,26,60639,25,16,163,2000,Evening,In-state,TRK
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,502,10,2012,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,23,105,2008,Morning,Out-of-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,16,502,65,2016,Midday,In-state,PAS
Armour Square,Other S/SE/SW Side,South Side,16148,16.7,34.5,40.1,C2,11,60616,9,498,26,2008,Midday,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60610,18,216,105,2008,AfterWork,In-state,TRK
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,12,60609,9,20,8,2001,Overnight,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,502,10,2013,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,26,60647,25,498,6,2001,Morning,In-state,PAS
Washington Heights,Other S/SE/SW Side,Far Southwest Side,19713,20.8,13.7,16.9,WH,21,60643,22,498,6,2015,Morning,In-state,PAS
South Chicago,Other S/SE/SW Side,Far Southeast Side,16579,19.7,26.6,29.8,SC,10,60617,4,4,65,2003,AfterWork,In-state,TRK
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,79,2003,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,MP2,42,60602,1,1,105,2001,Morning,In-state,TRK
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,498,6,2009,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,26,2009,Midday,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60645,24,498,113,2012,Midday,In-state,PAS
Pullman,Other S/SE/SW Side,Far Southeast Side,20588,22.8,13.1,21.6,P,9,60628,5,498,185,2012,Morning,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,45,60641,16,16,10,2007,Midday,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,39,60630,17,17,113,1999,Morning,In-state,PAS
Hermosa,Other N/NW Side,Northwest Side,15089,13.1,41.6,20.5,H2,26,60639,25,25,66,2002,Evening,In-state,TMP
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,0,105,1997,Morning,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,498,113,2007,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,252,105,2009,Midday,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,15,60629,8,498,10,2015,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,2,60614,18,18,79,2013,Midday,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,1,2014,Overnight,In-state,TRK
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,19,163,2001,Midday,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,28,60624,11,498,6,2010,Morning,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60637,3,25,105,2007,Midday,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,12,60609,9,498,89,2006,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,5,60649,3,3,28,2010,AfterWork,In-state,PAS
Douglas,Other S/SE/SW Side,South Side,23791,18.2,14.3,29.6,D1,4,60616,1,21,177,2008,Morning,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,17,60620,6,6,10,2001,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,2,60610,18,18,163,2001,AfterWork,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60620,6,498,6,2002,Morning,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,39,60625,17,17,144,2014,Overnight,In-state,TRK
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,12,498,113,2014,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,36,60612,12,498,26,2008,AfterWork,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,19,105,2017,Morning,Out-of-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,26,60647,25,10,10,2010,Morning,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60605,1,502,113,2016,Evening,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,47,60640,20,502,113,2016,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,19,93,2010,Overnight,Out-of-state,TRK
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,4,60615,2,2,31,2014,AfterWork,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,163,1999,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,Sa,43,60614,18,498,44,2003,AfterWork,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,9,127,2005,Overnight,In-state,TMP
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,498,113,2012,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,1,60622,12,502,44,2018,Overnight,In-state,PAS
Avondale,Other N/NW Side,North Side,20039,9.2,24.7,15.3,A4,35,60618,14,498,123,2003,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,12,163,2004,Overnight,In-state,TMP
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,10,10,2008,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,25,8,2002,Evening,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,20,60609,9,9,123,1999,Overnight,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60608,10,498,10,2014,Midday,In-state,TRK
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60659,24,498,6,2006,Morning,In-state,PAS
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,12,60609,9,19,10,2017,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,20,1,2003,Overnight,In-state,PAS
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,11,60608,9,496,178,2003,Midday,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,24,498,10,2010,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,502,44,2010,Evening,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,36,60622,12,13,3,2001,AfterWork,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,28,60607,1,152,113,2001,Midday,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,30,60634,25,729,113,2015,Midday,Out-of-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,10,1,2004,Overnight,In-state,PAS
Douglas,Other S/SE/SW Side,South Side,23791,18.2,14.3,29.6,D1,4,60616,1,715,10,2000,Evening,In-state,PAS
Armour Square,Other S/SE/SW Side,South Side,16148,16.7,34.5,40.1,C2,11,60616,9,502,113,2016,AfterWork,In-state,PAS
Oakland,Other S/SE/SW Side,South Side,19252,28.7,18.4,39.7,O,4,60653,2,21,10,2007,Overnight,In-state,TMP
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,36,60622,12,13,105,2000,Morning,In-state,PAS
North Center,Other N/NW Side,North Side,57123,5.2,4.5,7.5,NC2,47,60613,19,498,10,2006,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60607,12,502,26,2009,Midday,In-state,PAS
Roseland,Other S/SE/SW Side,Far Southeast Side,17949,20.3,16.9,19.8,R2,9,60628,5,5,154,2002,Evening,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,16,60609,9,498,6,2006,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,24,24,6,2002,Morning,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60642,18,12,113,2004,Midday,In-state,PAS
Dunning,Other N/NW Side,Northwest Side,26282,10,16.2,10.6,D2,38,60634,16,16,11,2003,Midday,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,18,60629,8,8,123,2001,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,6,2002,Morning,In-state,TMP
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,27,60607,12,6,52,2001,Overnight,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,10,179,2010,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,24,24,6,2001,Morning,Out-of-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,9,123,2007,AfterWork,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,9,1,2003,Overnight,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,502,113,2014,AfterWork,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,5,60649,3,498,10,2012,Morning,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60653,2,21,27,2004,AfterWork,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,498,105,2013,Morning,Out-of-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,498,10,2016,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,3,2008,Evening,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,4,60615,2,498,113,2005,Midday,In-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,37,60651,11,11,10,2014,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60607,12,12,44,2008,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,113,2003,AfterWork,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,8,498,10,2016,Morning,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,17,60620,6,6,10,2013,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,0,65,1997,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,23,163,2003,Evening,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,24,44,2004,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,23,164,2007,Evening,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,498,123,2008,Midday,In-state,PAS
North Center,Other N/NW Side,North Side,57123,5.2,4.5,7.5,NC2,47,60618,19,19,89,2003,Evening,In-state,TMP
Clearing,Other S/SE/SW Side,Southwest Side,25113,9.5,18.8,8.9,C3,13,60638,8,8,44,2006,Overnight,In-state,TRK
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,19,60643,22,22,154,2017,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,36,60622,12,13,44,2008,AfterWork,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,8,17,6,1999,Morning,In-state,PAS
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,47,60640,19,498,6,2012,Morning,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,17,10,2007,Morning,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,498,163,2016,Morning,In-state,PAS
